name,price,discount_rate,rating_average,review_count,quantity_sold,sales_status
Upsize 75ml Set Kem Chống Nắng Chống Nhăn Whoo Gongjinhyang Anti - Wrinkle UV Protective Cream Special,962500,23,0.0,0,0,Slow
Kem dưỡng ẩm cho da khô - da nhạy cảm Stanhome FLuid Duo 250ml/tuýp,563060,6,0.0,0,2,Slow
Combo 2 Kem Dưỡng Trắng Da Tế Bào Gốc Hàn Quốc Cấp Ẩm Xóa Nhăn Phục Hồi Trẻ Hoá Da Và Chống Lão Hoá Cellkey-Scien White Cream (60g),1666000,15,5.0,2,3,Slow
Thạch bí đao Cocoon 100ml giảm dầu và mụn thuần chay,365750,5,4.5,2,14,Slow
Serum OPtimus Thanh Mộc Hương dưỡng da căng sáng mịn màng ngăn ngừa mụn thâm 30ml,270000,0,0.0,0,2,Slow
Sữa rửa mặt dạng gel Dermalogica Special Cleansing Gel 50ml - 250ml - 500ml dành cho mọi loại da,420000,0,0.0,0,0,Slow
Kem chống nắng vật lý dành cho mọi loại da Dermalogica Physical Invisible Defense SPF30 50ml,1680000,0,0.0,0,0,Slow
Nước Tẩy Trang làm Sạch Sâu Garnier Micellar Cleansing Water,65000,0,0.0,0,0,Slow
Kem Ngừa Mụn Thâm Sẹo VK II ( 10g/20g ),180000,0,5.0,1,4,Slow
Kem sữa rửa mặt GAMA 100g,65000,0,0.0,0,10,Slow
Kem chống nắng vật lý Kamel  sun creen SPF 50 PA+++ 50g,530000,0,5.0,1,11,Slow
[ Tặng chai 150ml ] Xịt khoáng cấp ẩm da Dr HER Paris_400ML,255000,0,5.0,3,13,Slow
Combo Làm sạch và Dưỡng ẩm cho da nhạy cảm Sữa rửa mặt Cetaphil Gentle Skin Cleanser 250ml + Kem dưỡng ẩm Cetaphil Moisturizing Cream 50g,532000,0,5.0,6,28,Slow
Kem dưỡng trắng da Placenta White Label Premium 60g,380000,0,0.0,0,0,Slow
KEM NGỪA NÁM - TÀN NHANG - ĐỒI MỒI -COLLAGEN 20G - MỘC,300000,0,4.5,8,41,Slow
KEM NGỪA MỤN THÂM - MỜ SẸO - COLLAGEN /20G - MỘC,270000,0,4.8,19,94,Slow
SERUM NGỪA MỤN THÂM - MỜ SẸO 25ML - MOC,270000,0,4.6,28,117,Slow
Kem FEIYA Ngọc Trai 50g - Làm Trắng - Giảm Thâm Nám - Cải Thiện Da Tối Màu - Chống Lão Hóa,930000,19,4.8,18,72,Slow
Kem Chống Nắng Vichy Ngừa Sạm Da - Giảm Thâm Nám (Màu Da) 50ml Capital Soleil Anti-Dark Spot 3-in-1 Tinted Daily Care SPF 50 UVA + UVB,356000,5,3.4,11,28,Slow
Sửa rửa mặt trắng da,120000,0,0.0,0,3,Slow
Kem Chống Nắng Dành Cho Da Nhạy Cảm Anthelios Ultra Fluid SPF50+ La Roche Posay 50ml,580000,0,0.0,0,1,Slow
Kem chống nắng giảm bóng nhờn La Roche Posay Anthelios XL Dry Touch 50ml,580000,0,0.0,0,1,Slow
Xịt chống nắng Parasola Essence in UV Cut Spray Nhật Bản 90g + Móc khóa,495000,0,0.0,0,6,Slow
Sữa rửa mặt Nhật Bản ngăn ngừa lão hóa Naris Cosmetic Uruoi Collagen Moisturizing Creamy Foam 100g – Hàng chính hãng,455000,0,5.0,1,5,Slow
Sữa rửa mặt Dabo Collagen Natural Rich Foam Cleanser (180ml),155000,0,0.0,0,1,Slow
